id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date,price,house_id,id
2558660270,3.0,1.75,1580.0,7000.0,1.0,0.0,0.0,3,7,1180.0,400.0,1976,0.0,98034,47.7209,-122.168,1640.0,7500.0,2014-12-08,370000.0,2558660270,166
3261020370,3.0,2.5,2680.0,9750.0,1.0,0.0,0.0,4,8,1610.0,1070.0,1979,0.0,98034,47.7028,-122.231,2480.0,8750.0,2014-06-05,653000.0,3261020370,169
9542800700,3.0,1.75,2160.0,7140.0,1.0,0.0,0.0,4,7,1670.0,490.0,1978,,98023,47.3026,-122.374,1930.0,7350.0,2015-01-02,272000.0,9542800700,172
1762600070,4.0,2.5,3880.0,35003.0,2.0,0.0,0.0,3,10,2570.0,1310.0,1984,0.0,98033,47.6477,-122.182,3740.0,35230.0,2015-01-16,917500.0,1762600070,174
1687900520,4.0,2.25,2590.0,8190.0,2.0,0.0,0.0,4,8,2590.0,0.0,1980,0.0,98006,47.5619,-122.125,2260.0,8335.0,2014-09-29,673000.0,1687900520,175
3881900445,5.0,2.75,1970.0,5400.0,1.0,0.0,0.0,3,7,1320.0,650.0,1986,0.0,98144,47.5868,-122.308,1280.0,2150.0,2014-07-09,399950.0,3881900445,177
5437810320,3.0,1.5,1950.0,7560.0,1.0,0.0,2.0,4,7,1320.0,630.0,1975,0.0,98022,47.1976,-121.999,1950.0,8941.0,2014-11-17,269950.0,5437810320,179
3830630310,3.0,2.5,1670.0,5797.0,2.0,0.0,0.0,3,7,1670.0,0.0,1988,0.0,98030,47.3505,-122.179,1670.0,6183.0,2014-07-25,260000.0,3830630310,181
11510310,4.0,2.75,3130.0,13412.0,2.0,0.0,0.0,3,9,2140.0,990.0,1993,0.0,98052,47.6993,-122.102,2260.0,9984.0,2014-09-05,835000.0,11510310,185
825059270,5.0,3.0,4090.0,12850.0,1.0,0.0,2.0,4,10,2090.0,2000.0,1986,0.0,98033,47.6627,-122.188,2540.0,10270.0,2014-11-21,1100000.0,825059270,186
1954440060,3.0,2.5,1900.0,8744.0,2.0,0.0,0.0,3,8,1900.0,0.0,1987,,98074,47.62,-122.043,2030.0,8744.0,2014-05-05,560000.0,1954440060,188
1115810060,3.0,2.25,2230.0,10026.0,1.0,0.0,0.0,3,8,1430.0,800.0,1975,0.0,98052,47.6647,-122.153,2230.0,9340.0,2014-12-05,585188.0,1115810060,190
9477200200,3.0,1.75,1650.0,9480.0,1.0,0.0,0.0,3,7,1220.0,430.0,1977,,98034,47.726,-122.191,1540.0,8400.0,2014-08-18,305000.0,9477200200,191
100600550,3.0,1.5,1300.0,7370.0,1.0,0.0,0.0,4,7,900.0,400.0,1976,0.0,98023,47.3025,-122.37,1430.0,7500.0,2014-08-04,226500.0,100600550,204
2310030510,4.0,2.25,1550.0,7579.0,2.0,,0.0,3,8,1550.0,0.0,1993,0.0,98038,47.354,-122.047,1630.0,6397.0,2015-04-22,320000.0,2310030510,211
8677300550,4.0,2.5,2240.0,12032.0,1.0,0.0,0.0,3,9,2240.0,0.0,1983,0.0,98074,47.6143,-122.017,2520.0,12368.0,2014-05-15,592500.0,8677300550,213
1102000196,4.0,2.75,1720.0,6270.0,2.0,0.0,0.0,3,8,1720.0,0.0,1978,0.0,98118,47.5458,-122.268,2130.0,8700.0,2014-05-27,477000.0,1102000196,215
626059335,4.0,2.25,2330.0,19436.0,2.0,0.0,0.0,3,8,2330.0,0.0,1987,0.0,98011,47.7663,-122.215,1910.0,10055.0,2014-09-04,527000.0,626059335,223
7972000200,4.0,2.25,1720.0,9753.0,1.0,,0.0,4,7,1120.0,600.0,1978,0.0,98023,47.2922,-122.371,1510.0,9753.0,2014-05-29,264950.0,7972000200,228
9264902050,6.0,2.75,2940.0,7350.0,1.0,0.0,0.0,3,8,1780.0,1160.0,1978,0.0,98023,47.3103,-122.339,2120.0,8236.0,2014-11-21,315000.0,9264902050,233
1762600320,5.0,4.0,3760.0,28040.0,2.0,0.0,0.0,3,10,3760.0,0.0,1983,0.0,98033,47.6489,-122.183,3430.0,35096.0,2014-06-10,1030000.0,1762600320,236
4058000060,3.0,2.0,2220.0,94300.0,1.0,0.0,0.0,5,7,1640.0,580.0,1976,0.0,98010,47.3459,-121.95,2070.0,80100.0,2015-04-09,416000.0,4058000060,237
326069104,3.0,3.5,3830.0,221284.0,2.0,0.0,0.0,3,10,3530.0,300.0,1993,0.0,98077,47.7641,-122.023,2920.0,148539.0,2014-07-01,800000.0,326069104,239
8029510030,3.0,2.5,2740.0,11872.0,2.0,0.0,0.0,3,9,2740.0,0.0,1990,0.0,98023,47.3076,-122.395,2570.0,10377.0,2015-02-12,363000.0,8029510030,246
3021059276,4.0,2.0,2010.0,7312.0,1.0,0.0,0.0,4,7,2010.0,0.0,1976,,98002,47.2785,-122.213,2010.0,7650.0,2015-03-14,250000.0,3021059276,249
3832710960,3.0,2.0,1810.0,7209.0,1.0,0.0,0.0,4,7,1240.0,570.0,1978,0.0,98032,47.3656,-122.278,1750.0,7209.0,2014-09-23,260000.0,3832710960,251
1422300030,3.0,2.25,1510.0,36224.0,2.0,0.0,0.0,3,8,1510.0,0.0,1991,0.0,98045,47.4616,-121.711,1730.0,36224.0,2015-04-01,415000.0,1422300030,253
3830630060,3.0,2.5,1730.0,7442.0,2.0,0.0,0.0,3,7,1730.0,0.0,1987,0.0,98030,47.3507,-122.178,1630.0,6458.0,2014-09-29,245000.0,3830630060,255
5127001620,3.0,1.75,1580.0,11455.0,1.0,0.0,0.0,4,7,1200.0,380.0,1974,0.0,98059,47.4756,-122.147,1550.0,10650.0,2015-02-11,315000.0,5127001620,258
9407100800,3.0,1.0,1230.0,10170.0,1.0,0.0,0.0,3,7,1230.0,0.0,1979,,98045,47.4437,-121.772,1380.0,10098.0,2014-11-24,255000.0,9407100800,259
3325069129,3.0,2.25,2100.0,40510.0,2.0,0.0,0.0,3,10,1320.0,780.0,1979,0.0,98074,47.6154,-122.047,2380.0,33450.0,2014-12-16,525000.0,3325069129,263
8078560140,4.0,2.5,1700.0,7280.0,2.0,0.0,0.0,4,7,1700.0,0.0,1988,0.0,98031,47.4045,-122.171,1950.0,7475.0,2014-05-19,290000.0,8078560140,266
2557000400,3.0,2.5,2070.0,9900.0,1.0,0.0,0.0,3,8,1420.0,650.0,1979,0.0,98023,47.2988,-122.371,2070.0,8250.0,2015-04-09,272500.0,2557000400,269
7960900060,4.0,3.25,5050.0,20100.0,1.5,0.0,2.0,3,11,4750.0,300.0,1982,,98004,47.6312,-122.223,3890.0,20060.0,2015-05-04,2900000.0,7960900060,270
4054500390,4.0,4.75,5310.0,57346.0,2.0,0.0,0.0,4,11,5310.0,0.0,1989,,98077,47.7285,-122.042,4180.0,47443.0,2014-10-07,1370000.0,4054500390,271
5634500392,3.0,3.0,2420.0,13959.0,1.0,0.0,0.0,4,8,1740.0,680.0,1988,0.0,98028,47.7486,-122.23,2570.0,13300.0,2015-04-10,330000.0,5634500392,285
1509500060,4.0,2.5,2720.0,8666.0,2.0,0.0,0.0,3,9,2720.0,0.0,1992,0.0,98030,47.3846,-122.169,2410.0,8100.0,2014-09-05,370000.0,1509500060,286
7214810350,5.0,2.25,2500.0,13500.0,1.0,0.0,0.0,3,7,1850.0,650.0,1979,0.0,98072,47.7564,-122.144,2300.0,9750.0,2014-10-17,467000.0,7214810350,287
6647200060,3.0,1.75,1670.0,6720.0,1.0,,0.0,3,7,1140.0,530.0,1980,,98034,47.7198,-122.193,1670.0,7320.0,2015-02-09,405000.0,6647200060,288
9552700140,5.0,2.25,2900.0,10300.0,1.0,0.0,0.0,3,8,1450.0,1450.0,1985,0.0,98006,47.5461,-122.151,2310.0,10300.0,2014-07-02,675000.0,9552700140,289
6619910140,4.0,1.75,2950.0,9025.0,1.0,0.0,2.0,4,8,1780.0,1170.0,1975,0.0,98034,47.7128,-122.223,2120.0,9600.0,2015-02-24,630000.0,6619910140,292
1115450240,4.0,2.5,2160.0,9528.0,2.0,0.0,0.0,3,9,2160.0,0.0,1992,0.0,98001,47.3341,-122.255,2280.0,9937.0,2014-10-22,360000.0,1115450240,293
6073240060,4.0,3.0,3280.0,11060.0,2.0,0.0,0.0,3,8,2270.0,1010.0,1986,0.0,98056,47.5399,-122.181,2320.0,11004.0,2014-10-02,580000.0,6073240060,294
5468730030,3.0,2.0,1320.0,8959.0,1.0,,0.0,3,7,1320.0,0.0,1993,0.0,98042,47.3536,-122.144,1740.0,7316.0,2014-08-22,265000.0,5468730030,297
8079030390,3.0,2.5,2650.0,7286.0,2.0,,0.0,3,8,2650.0,0.0,1990,0.0,98059,47.5084,-122.154,2400.0,7220.0,2015-03-04,446500.0,8079030390,298
8651520400,4.0,2.25,2180.0,7297.0,2.0,0.0,0.0,3,8,2180.0,0.0,1984,,98074,47.6459,-122.058,2250.0,9781.0,2014-06-12,610750.0,8651520400,308
1328320800,4.0,2.25,1950.0,7700.0,1.0,0.0,0.0,3,8,1350.0,600.0,1979,0.0,98058,47.4441,-122.125,2150.0,7350.0,2014-11-05,305000.0,1328320800,316
3422059208,3.0,2.5,1930.0,64904.0,1.0,0.0,0.0,4,8,1930.0,0.0,1988,0.0,98042,47.346,-122.157,2350.0,57500.0,2015-05-11,390000.0,3422059208,318
2597650240,3.0,2.25,2030.0,16200.0,2.0,0.0,0.0,3,8,2030.0,0.0,1984,0.0,98027,47.5162,-122.057,2660.0,17958.0,2014-10-23,520000.0,2597650240,322
3530210260,3.0,2.5,3030.0,45004.0,2.0,0.0,0.0,3,9,3030.0,0.0,1987,0.0,98077,47.7721,-122.093,3080.0,35781.0,2014-10-27,274975.0,3530210260,327
9542850320,3.0,2.25,2370.0,10289.0,1.0,0.0,0.0,4,9,1590.0,780.0,1977,0.0,98005,47.592,-122.166,2500.0,10004.0,2014-07-25,790000.0,9542850320,330
8078490390,3.0,2.0,1810.0,10530.0,1.0,0.0,2.0,3,8,1810.0,0.0,1991,0.0,98022,47.1913,-122.012,1910.0,10450.0,2014-07-29,295000.0,8078490390,333
7004200060,4.0,1.75,1275.0,20000.0,1.0,0.0,0.0,4,6,1275.0,0.0,1991,0.0,98070,47.3796,-122.49,1660.0,20000.0,2014-10-17,309600.0,7004200060,344
808000070,3.0,2.0,1390.0,13464.0,1.0,0.0,0.0,4,7,1390.0,0.0,1987,0.0,98030,47.3581,-122.173,1720.0,12080.0,2014-10-21,206600.0,808000070,349
3211290370,3.0,2.5,1640.0,29970.0,2.0,0.0,0.0,3,7,1640.0,0.0,1992,0.0,98053,47.6359,-121.974,1580.0,28399.0,2014-06-05,463000.0,3211290370,361
1072010350,5.0,2.5,2760.0,11340.0,2.0,0.0,0.0,4,9,2760.0,0.0,1978,0.0,98059,47.4769,-122.141,2470.0,11340.0,2014-08-28,380000.0,1072010350,362
1118500030,4.0,2.5,3520.0,15420.0,2.0,,0.0,3,10,3520.0,0.0,1991,0.0,98074,47.6375,-122.016,3400.0,21455.0,2014-10-01,810000.0,1118500030,368
424069250,4.0,2.75,2440.0,69415.0,1.0,0.0,0.0,4,8,1910.0,530.0,1989,0.0,98075,47.5944,-122.042,2770.0,24361.0,2015-04-23,785000.0,424069250,369
3291800710,4.0,3.0,2090.0,7500.0,1.0,0.0,0.0,3,7,1370.0,720.0,1986,0.0,98056,47.4888,-122.182,1810.0,7650.0,2014-11-20,338000.0,3291800710,370
6838700060,3.0,2.25,1430.0,7222.0,2.0,0.0,0.0,3,7,1430.0,0.0,1993,0.0,98056,47.5112,-122.19,1430.0,7220.0,2014-12-04,280000.0,6838700060,371
624111000,3.0,3.0,4040.0,14338.0,2.0,0.0,0.0,3,10,3030.0,1010.0,1986,0.0,98077,47.7268,-122.06,3360.0,14142.0,2014-08-05,950000.0,624111000,382
9517200030,3.0,2.0,1410.0,9600.0,1.0,0.0,0.0,4,7,1410.0,0.0,1983,0.0,98072,47.7591,-122.146,1410.0,9600.0,2014-06-25,365500.0,9517200030,387
2460700700,3.0,2.0,1650.0,7352.0,1.0,0.0,0.0,3,7,1160.0,490.0,1979,0.0,98058,47.4612,-122.169,1710.0,7350.0,2014-05-15,252350.0,2460700700,388
1223039290,4.0,2.5,2120.0,13780.0,2.0,0.0,0.0,3,8,2120.0,0.0,1993,0.0,98146,47.4987,-122.365,1880.0,12000.0,2014-09-05,403950.0,1223039290,389
8857320070,3.0,2.75,1980.0,3128.0,2.0,0.0,0.0,4,9,1980.0,0.0,1979,0.0,98008,47.6109,-122.114,1950.0,2856.0,2014-09-17,490000.0,8857320070,392
1923000030,4.0,2.5,3840.0,16619.0,2.0,,1.0,4,10,3840.0,0.0,1983,0.0,98040,47.5634,-122.213,3600.0,16553.0,2014-07-28,1120000.0,1923000030,395
3420069065,4.0,1.75,3730.0,16980.0,1.0,0.0,0.0,4,7,2150.0,1580.0,1974,0.0,98022,47.1775,-122.022,1880.0,16963.0,2014-08-25,360000.0,3420069065,402
1560930070,4.0,3.5,2840.0,40139.0,1.0,0.0,4.0,4,10,2840.0,0.0,1986,0.0,98038,47.401,-122.026,3180.0,36852.0,2014-09-11,840000.0,1560930070,410
6700400140,3.0,2.5,1550.0,8134.0,2.0,0.0,0.0,3,7,1550.0,0.0,1991,0.0,98031,47.404,-122.191,1550.0,8134.0,2015-03-18,268000.0,6700400140,411
1774220160,3.0,2.5,2990.0,32239.0,2.0,0.0,0.0,4,8,2990.0,0.0,1978,,98077,47.7718,-122.095,2990.0,36497.0,2014-11-04,632925.0,1774220160,413
6388900710,3.0,2.5,2250.0,11632.0,2.0,0.0,0.0,3,8,2250.0,0.0,1988,0.0,98056,47.5272,-122.169,2360.0,11632.0,2014-12-19,538000.0,6388900710,423
1442860160,3.0,2.5,2280.0,10255.0,2.0,0.0,0.0,4,8,2280.0,0.0,1985,0.0,98058,47.4334,-122.161,2310.0,10094.0,2015-01-07,380000.0,1442860160,424
9808650060,3.0,2.0,2350.0,15021.0,1.0,0.0,0.0,4,8,1770.0,580.0,1976,,98004,47.6408,-122.219,3530.0,15715.0,2015-02-25,1300000.0,9808650060,428
5468750060,4.0,3.0,2290.0,8250.0,2.0,0.0,0.0,3,9,2290.0,0.0,1990,0.0,98042,47.3739,-122.156,2290.0,8250.0,2014-10-28,328500.0,5468750060,431
2944010240,4.0,3.0,4040.0,19700.0,2.0,0.0,0.0,3,11,4040.0,0.0,1987,0.0,98052,47.7205,-122.127,3930.0,21887.0,2014-09-08,988000.0,2944010240,432
2268400350,4.0,2.5,1710.0,9627.0,1.0,0.0,0.0,3,9,1440.0,270.0,1976,20140.0,98006,47.559,-122.164,2140.0,9131.0,2014-09-16,749000.0,2268400350,436
7504101040,5.0,2.5,4870.0,11800.0,2.0,0.0,0.0,3,10,3470.0,1400.0,1983,0.0,98074,47.633,-122.041,3180.0,11398.0,2014-08-21,722500.0,7504101040,437
11500890,3.0,2.5,3130.0,8750.0,2.0,,0.0,3,10,3130.0,0.0,1991,0.0,98052,47.6954,-122.103,2860.0,9003.0,2015-03-12,843000.0,11500890,438
284000223,3.0,1.75,2120.0,10875.0,1.0,0.0,2.0,3,8,1540.0,580.0,1977,0.0,98146,47.504,-122.382,2460.0,11760.0,2014-09-16,578000.0,284000223,440
8159610030,3.0,2.25,2070.0,11576.0,2.0,0.0,0.0,3,7,2070.0,0.0,1974,0.0,98001,47.3417,-122.271,1890.0,7519.0,2014-07-22,196000.0,8159610030,442
822079033,3.0,1.5,1250.0,219978.0,1.0,0.0,0.0,4,6,1250.0,0.0,1980,0.0,98038,47.4056,-121.955,1930.0,210394.0,2015-04-22,350000.0,822079033,444
7905370390,5.0,2.5,2340.0,7200.0,1.0,0.0,0.0,3,7,1300.0,1040.0,1975,0.0,98034,47.7206,-122.211,1930.0,7221.0,2014-10-09,475000.0,7905370390,449
4140090240,3.0,2.25,2590.0,9263.0,1.0,0.0,0.0,5,8,1440.0,1150.0,1977,0.0,98028,47.7691,-122.262,2580.0,9450.0,2014-11-05,520000.0,4140090240,450
4055700030,3.0,4.5,3970.0,24920.0,2.0,0.0,2.0,3,10,3260.0,710.0,1977,,98034,47.7183,-122.258,2610.0,13838.0,2015-05-02,1450000.0,4055700030,451
2525300030,3.0,1.0,1400.0,10403.0,1.0,0.0,0.0,4,6,1400.0,0.0,1976,,98038,47.362,-122.029,1230.0,10209.0,2015-02-22,232000.0,2525300030,453
1324059104,3.0,2.75,2360.0,16117.0,1.0,0.0,0.0,4,8,1710.0,650.0,1983,0.0,98006,47.5698,-122.121,2120.0,16117.0,2015-04-21,691100.0,1324059104,454
2122039094,3.0,3.0,1970.0,20978.0,2.0,1.0,3.0,4,9,1770.0,200.0,1980,0.0,98070,47.3844,-122.438,2280.0,75396.0,2014-11-26,705000.0,2122039094,458
1796360350,3.0,1.75,1240.0,8659.0,1.0,0.0,0.0,5,7,1240.0,0.0,1986,0.0,98042,47.3663,-122.089,1490.0,8223.0,2015-01-28,255000.0,1796360350,460
1843100340,3.0,2.25,2570.0,8491.0,2.0,,0.0,4,8,2570.0,0.0,1989,0.0,98042,47.3759,-122.125,2400.0,8049.0,2015-03-05,348000.0,1843100340,462
8944290160,3.0,2.0,1510.0,3413.0,2.0,0.0,0.0,3,7,1510.0,0.0,1985,0.0,98031,47.3912,-122.167,1570.0,3777.0,2014-11-04,230000.0,8944290160,463
4166600473,4.0,2.25,2390.0,11250.0,2.0,0.0,0.0,3,9,2390.0,0.0,1988,,98023,47.3305,-122.371,2480.0,11250.0,2014-12-09,359500.0,4166600473,464
4123840310,3.0,2.5,1810.0,5192.0,2.0,0.0,0.0,3,8,1810.0,0.0,1993,0.0,98038,47.3724,-122.042,1810.0,6200.0,2015-01-06,342500.0,4123840310,470
6665800030,4.0,2.75,2910.0,10650.0,1.0,0.0,2.0,3,8,1780.0,1130.0,1975,0.0,98033,47.6658,-122.188,2920.0,10988.0,2014-07-18,590000.0,6665800030,480
5466000030,3.0,2.5,1950.0,8130.0,2.0,0.0,0.0,4,9,1950.0,0.0,1990,0.0,98042,47.3875,-122.161,2350.0,7691.0,2014-06-03,328500.0,5466000030,482
2625069070,4.0,3.25,4860.0,181319.0,2.5,0.0,0.0,3,9,4860.0,0.0,1993,0.0,98074,47.6179,-122.005,3850.0,181319.0,2015-04-10,1390000.0,2625069070,485
8732131090,4.0,2.5,2160.0,7725.0,1.0,0.0,0.0,4,8,1460.0,700.0,1978,,98023,47.3078,-122.378,2060.0,8250.0,2015-04-28,295000.0,8732131090,486
5423010350,5.0,2.5,3400.0,9500.0,2.0,0.0,1.0,4,8,3400.0,0.0,1977,0.0,98027,47.5645,-122.082,3080.0,11081.0,2015-02-10,1280000.0,5423010350,490
2475200140,3.0,2.0,1680.0,5036.0,1.0,0.0,1.0,4,7,1680.0,0.0,1987,0.0,98055,47.4734,-122.186,1680.0,4921.0,2015-02-05,370000.0,2475200140,492
5379805885,2.0,1.75,1330.0,7200.0,1.0,,0.0,3,7,1330.0,0.0,1993,0.0,98188,47.4467,-122.281,1450.0,11682.0,2014-05-21,240000.0,5379805885,506
8121200810,4.0,1.75,2430.0,7559.0,1.0,0.0,0.0,4,8,1580.0,850.0,1981,0.0,98052,47.7206,-122.11,1980.0,8750.0,2015-05-05,585000.0,8121200810,511
7322910030,5.0,3.5,4410.0,57063.0,2.0,0.0,0.0,4,9,4410.0,0.0,1990,0.0,98053,47.6554,-122.018,2900.0,50529.0,2014-07-21,1100000.0,7322910030,513
339500160,3.0,1.75,2500.0,36947.0,1.0,0.0,0.0,3,9,2500.0,0.0,1984,0.0,98052,47.6917,-122.084,2590.0,28837.0,2014-10-08,662000.0,339500160,530
1545807610,3.0,2.5,1780.0,7848.0,1.0,0.0,0.0,3,7,1320.0,460.0,1978,0.0,98038,47.3608,-122.056,1680.0,7848.0,2015-04-29,270500.0,1545807610,531
1843200240,2.0,1.5,1360.0,1898.0,2.0,0.0,0.0,3,7,1360.0,0.0,1978,0.0,98092,47.2852,-122.19,1360.0,1898.0,2015-05-05,200000.0,1843200240,532
4403600270,4.0,3.25,4740.0,76230.0,2.0,0.0,0.0,3,10,4740.0,0.0,1987,,98075,47.5931,-122.071,3340.0,49206.0,2015-02-24,970000.0,4403600270,533
2459500310,3.0,2.25,1610.0,6655.0,2.0,0.0,0.0,4,7,1610.0,0.0,1985,0.0,98058,47.4296,-122.161,1780.0,7529.0,2015-02-18,358000.0,2459500310,536
6204420070,4.0,1.75,1570.0,8268.0,1.0,0.0,0.0,3,7,1570.0,0.0,1979,0.0,98011,47.7373,-122.197,1870.0,8190.0,2015-05-01,452000.0,6204420070,537
622049114,3.0,2.5,5403.0,24069.0,2.0,1.0,4.0,4,12,5403.0,0.0,1976,0.0,98166,47.4169,-122.348,3980.0,104374.0,2015-02-18,2130000.0,622049114,541
